1,14,14,14,0.929,1,13,13,14,1,-1
1,36,36,36,0.583,1,4.2,21,36,5,-1
1,17,17,17,0.765,1,6.5,13,17,2,-1
2,14,28,7,0.286,0.821,8,8,23,1,-1
3,183,549,61,0.488,0.577,29.78,268,317,9,-1
1,29,29,29,1,1,29,29,29,1,-1
1,14,14,14,0.929,1,13,13,14,1,-1
1,45,45,45,0.933,1,21,42,45,2,-1
25,300,7500,12,0.065,0.071,40.33,484,531,12,-1
2,50,100,25,0.46,0.51,15.33,46,51,3,-1
2,204,408,102,0.412,0.681,10.5,168,278,16,-1
1,35,35,35,0.857,1,10,30,35,3,-1
6,142,852,23.667,0.115,0.173,6.53,98,147,15,-1
1,14,14,14,0.857,1,12,12,14,1,-1
1,69,69,69,0.841,1,8.29,58,69,7,-1
1,148,148,148,0.959,1,47.33,142,148,3,-1
1,84,84,84,0.917,1,19.25,77,84,4,-1
1,73,73,73,0.616,1,3.75,45,73,12,-1
21,2,42,0.095,0.738,0.738,31,31,31,1,-1
1,147,147,147,0.864,1,11.55,127,147,11,-1
1,17,17,17,0.941,1,16,16,17,1,-1
2,6,12,3,0.667,1,4,8,12,2,-1
3,54,162,18,0.364,0.519,8.43,59,84,7,-1
3,11,33,3.667,0.364,0.667,3,12,22,4,-1
3,304,912,101.33,0.555,0.686,42.17,506,626,12,-1
3,259,777,86.333,0.411,0.481,13.29,319,374,24,-1
5,333,1665,66.6,0.374,0.413,36.65,623,688,17,-1
2,6,12,3,0.667,1,4,8,12,2,-1
2,49,98,24.5,0.51,0.51,50,50,50,1,-1
1,114,114,114,0.939,1,21.4,107,114,5,-1
1,41,41,41,0.927,1,12.67,38,41,3,-1
1,33,33,33,0.667,1,3.67,22,33,6,-1
1,106,106,106,0.858,1,15.17,91,106,6,-1
1,27,27,27,0.407,1,1.83,11,27,6,-1
1,41,41,41,0.78,1,4.57,32,41,7,-1
1,22,22,22,0.5,1,1.83,11,22,6,-1
1,65,65,65,0.646,1,3,42,65,14,-1
7,46,322,6.571,0.177,0.304,8.14,57,98,7,-1
2,9,18,4.5,0.556,0.556,10,10,10,1,-1
2,46,92,23,0.511,0.554,47,47,51,1,-1
1,127,127,127,0.646,1,13.67,82,127,6,-1
1,13,13,13,0.846,1,5.5,11,13,2,-1
3,129,387,43,0.305,0.377,11.8,118,146,10,-1
5,7,35,1.4,0.2,0.314,7,7,11,1,-1
6,47,282,7.833,0.202,0.202,57,57,57,1,-1
4,19,76,4.75,0.276,0.382,5.25,21,29,4,-1
1,47,47,47,1,1,47,47,47,1,-1
1,86,86,86,0.93,1,40,80,86,2,-1
1,17,17,17,1,1,17,17,17,1,-1
1,19,19,19,0.737,1,4.67,14,19,3,-1
6,21,126,3.5,0.246,0.254,31,31,32,1,-1
8,16,128,2,0.398,0.695,2.55,51,89,20,-1
2,14,28,7,0.464,0.536,13,13,15,1,-1
2,536,1072,268,0.505,0.512,180.33,541,549,3,-1
2,536,1072,268,0.538,0.737,30.37,577,790,19,-1
2,535,1070,267.5,0.564,0.614,40.2,603,657,15,-1
2,536,1072,268,0.537,0.622,24,576,667,24,-1
2,536,1072,268,0.498,0.533,41.08,534,571,13,-1
2,535,1070,267.5,0.648,0.92,11.75,693,984,59,-1
2,536,1072,268,0.532,0.558,30,570,598,19,-1
2,535,1070,267.5,0.545,0.629,24.29,583,673,24,-1
3,536,1608,178.67,0.341,0.353,61,549,567,9,-1
3,470,1410,156.67,0.352,0.387,23.62,496,545,21,-1
2,64,128,32,0.43,0.602,3.93,55,77,14,-1
1,277,277,277,1,1,277,277,277,1,-1
1,257,257,257,1,1,257,257,257,1,-1
2,537,1074,268.5,0.507,0.528,181.33,544,567,3,-1
2,537,1074,268.5,0.594,0.655,21.27,638,703,30,-1
3,537,1611,179,0.345,0.405,22.24,556,652,25,-1
2,537,1074,268.5,0.51,0.534,49.82,548,574,11,-1
2,98,196,49,0.48,0.653,9.4,94,128,10,-1
2,415,830,207.5,0.505,0.578,16.76,419,480,25,-1
2,63,126,31.5,0.341,0.508,10.75,43,64,4,-1
2,475,950,237.5,0.504,0.544,95.8,479,517,5,-1
2,99,198,49.5,0.253,0.616,4.55,50,122,11,-1
2,537,1074,268.5,0.52,0.621,26.57,558,667,21,-1
1,537,537,537,1,1,537,537,537,1,-1
1,63,63,63,1,1,63,63,63,1,-1
1,186,186,186,0.828,1,9.06,154,186,17,-1
1,214,214,214,1,1,214,214,214,1,-1
1,62,62,62,0.984,1,61,61,62,1,-1
1,148,148,148,0.986,1,73,146,148,2,-1
1,278,278,278,0.946,1,29.22,263,278,9,-1
1,26,26,26,1,1,26,26,26,1,-1
1,13,13,13,1,1,13,13,13,1,-1
1,145,145,145,0.972,1,35.25,141,145,4,-1
1,36,36,36,0.306,1,1.83,11,36,6,-1
1,81,81,81,0.901,1,24.33,73,81,3,-1
1,187,187,187,0.963,1,25.71,180,187,7,-1
2,538,1076,269,0.519,0.684,34.88,558,736,16,-1
2,538,1076,269,0.637,0.703,29.78,685,756,23,-1
2,537,1074,268.5,0.538,0.555,82.57,578,596,7,-1
3,538,1614,179.33,0.37,0.424,22.11,597,685,27,-1
3,537,1611,179,0.353,0.364,71.13,569,587,8,-1
2,537,1074,268.5,0.621,0.747,16.68,667,802,40,-1
2,537,1074,268.5,0.538,0.594,32.11,578,638,18,-1
2,537,1074,268.5,0.556,0.655,24.88,597,704,24,-1
2,537,1074,268.5,0.537,0.609,22.19,577,654,26,-1
2,538,1076,269,0.518,0.596,29.32,557,641,19,-1
2,537,1074,268.5,0.523,0.567,62.44,562,609,9,-1
2,535,1070,267.5,0.55,0.586,117.8,589,627,5,-1
3,500,1500,166.67,0.373,0.421,19.28,559,632,29,-1
2,32,64,16,0.516,0.531,33,33,34,1,-1
2,536,1072,268,0.568,0.688,24.36,609,737,25,-1
2,536,1072,268,0.586,0.686,21.66,628,735,29,-1
6,39,234,6.5,0.192,0.197,45,45,46,1,-1
12,278,3336,23.167,0.11,0.144,15.91,366,479,23,-1
1,22,22,22,0.955,1,21,21,22,1,-1
1,54,54,54,0.944,1,17,51,54,3,-1
1,16,16,16,1,1,16,16,16,1,-1
1,413,413,413,0.998,1,412,412,413,1,-1
1,15,15,15,0.867,1,13,13,15,1,-1
1,180,180,180,0.983,1,88.5,177,180,2,-1
1,22,22,22,0.818,1,4.5,18,22,4,-1
1,11,11,11,1,1,11,11,11,1,-1
1,7,7,7,1,1,7,7,7,1,-1
1,10,10,10,0.8,1,4,8,10,2,-1
37,1,37,0.027,1,1,37,37,37,1,-1
1,379,379,379,0.963,1,60.83,365,379,6,-1
1,14,14,14,0.643,1,3,9,14,3,-1
2,16,32,8,0.25,0.531,2.67,8,17,3,-1
1,19,19,19,0.579,1,3.67,11,19,3,-1
1,136,136,136,0.963,1,32.75,131,136,4,-1
1,11,11,11,0.909,1,10,10,11,1,-1
1,12,12,12,0.75,1,9,9,12,1,-1
1,14,14,14,0.643,1,4.5,9,14,2,-1
1,15,15,15,0.733,1,3.67,11,15,3,-1
1,14,14,14,1,1,14,14,14,1,-1
1,104,104,104,0.971,1,50.5,101,104,2,-1
1,29,29,29,0.931,1,13.5,27,29,2,-1
1,78,78,78,0.949,1,24.67,74,78,3,-1
4,9,36,2.25,0.611,0.611,22,22,22,1,-1
1,36,36,36,0.583,1,5.25,21,36,4,-1
1,18,18,18,0.5,1,3,9,18,3,-1
1,117,117,117,0.974,1,38,114,117,3,-1
1,47,47,47,0.532,1,25,25,47,1,-1
7,1,7,0.143,1,1,7,7,7,1,-1
1,52,52,52,0.962,1,25,50,52,2,-1
25,169,4225,6.76,0.215,0.947,1.57,907,4000,579,-1
1,27,27,27,0.259,1,1.4,7,27,5,-1
1,39,39,39,0.308,1,1.71,12,39,7,-1
1,34,34,34,0.353,1,1.71,12,34,7,-1
3,106,318,35.333,0.258,0.34,6.31,82,108,13,-1
1,28,28,28,0.536,1,3,15,28,5,-1
1,255,255,255,0.686,1,4.86,175,255,36,-1
1,10,10,10,1,1,10,10,10,1,-1
1,9,9,9,0.889,1,8,8,9,1,-1
1,19,19,19,0.632,1,4,12,19,3,-1
1,44,44,44,0.727,1,5.33,32,44,6,-1
1,14,14,14,1,1,14,14,14,1,-1
1,30,30,30,0.4,1,2.4,12,30,5,-1
1,94,94,94,0.564,1,3.31,53,94,16,-1
1,193,193,193,0.57,1,2.97,110,193,37,-1
1,159,159,159,0.975,1,77.5,155,159,2,-1
1,32,32,32,0.469,1,1.88,15,32,8,-1
7,14,98,2,0.102,0.204,10,10,20,1,-1
1,15,15,15,0.533,1,2,8,15,4,-1
1,63,63,63,0.587,1,2.31,37,63,16,-1
1,42,42,42,0.19,1,1.6,8,42,5,-1
1,28,28,28,0.464,1,2.17,13,28,6,-1
1,23,23,23,0.348,1,1.6,8,23,5,-1
1,14,14,14,0.5,1,2.33,7,14,3,-1
1,45,45,45,0.244,1,1.38,11,45,8,-1
24,510,12240,21.25,0.846,0.927,38.65,10359,11341,268,-1
3,541,1623,180.33,0.71,0.747,88.62,1152,1213,13,-1
4,108,432,27,0.778,0.826,56,336,357,6,-1
1,20,20,20,0.75,1,3,15,20,5,-1
11,252,2772,22.909,0.092,0.095,63.75,255,262,4,-1
1,63,63,63,0.952,1,20,60,63,3,-1
1,76,76,76,0.961,1,36.5,73,76,2,-1
1,102,102,102,0.961,1,24.5,98,102,4,-1
5,128,640,25.6,0.759,0.764,162,486,489,3,-1
5,280,1400,56,0.78,0.786,156,1092,1100,7,-1
11,427,4697,38.818,0.566,0.57,189.79,2657,2676,14,-1
5,110,550,22,0.547,0.556,100.33,301,306,3,-1
11,552,6072,50.182,0.816,0.816,4955,4955,4955,1,-1
1,283,283,283,0.993,1,140.5,281,283,2,-1
1,184,184,184,0.967,1,44.5,178,184,4,-1
1,16,16,16,0.938,1,15,15,16,1,-1
3,550,1650,183.33,0.329,0.375,27.15,543,619,20,-1
1,235,235,235,0.923,1,27.13,217,235,8,-1
1,58,58,58,0.845,1,9.8,49,58,5,-1
1,12,12,12,0.667,1,4,8,12,2,-1
1,69,69,69,0.667,1,4.18,46,69,11,-1
1,107,107,107,0.869,1,18.6,93,107,5,-1
3,550,1650,183.33,0.339,0.401,15.11,559,662,37,-1
3,463,1389,154.33,0.296,0.382,13.7,411,531,30,-1
1,85,85,85,0.882,1,12.5,75,85,6,-1
1,8,8,8,1,1,8,8,8,1,-1
3,544,1632,181.33,0.326,0.406,16.12,532,662,33,-1
1,17,17,17,1,1,17,17,17,1,-1
1,206,206,206,0.99,1,204,204,206,1,-1
2,325,650,162.5,0.485,0.537,28.64,315,349,11,-1
1,8,8,8,1,1,8,8,8,1,-1
1,17,17,17,1,1,17,17,17,1,-1
1,277,277,277,0.993,1,137.5,275,277,2,-1
1,199,199,199,0.945,1,37.6,188,199,5,-1
10,553,5530,55.3,0.797,0.884,21.3,4409,4890,207,-1
3,259,777,86.333,0.96,0.978,67.82,746,760,11,-1
1,34,34,34,0.471,1,1.07,16,34,15,-1
2,100,200,50,0.46,0.505,11.5,92,101,8,-1
2,52,104,26,0.231,0.529,1.5,24,55,16,-1
1,161,161,161,0.41,1,1.02,66,161,65,-1
1,71,71,71,0.521,1,2.31,37,71,16,-1
1,20,20,20,0.55,1,1.38,11,20,8,-1
1,172,172,172,0.465,1,1.04,80,172,77,-1
1,106,106,106,0.434,1,1.02,46,106,45,-1
1,288,288,288,0.424,1,1.02,122,288,120,-1
1,8,8,8,1,1,8,8,8,1,-1
1,95,95,95,1,1,95,95,95,1,-1
1,67,67,67,0.985,1,66,66,67,1,-1
1,10,10,10,1,1,10,10,10,1,-1
17,341,5797,20.059,0.935,0.998,36.38,5420,5784,149,-1
1,138,138,138,1,1,138,138,138,1,-1
17,342,5814,20.118,0.916,0.996,30.27,5328,5790,176,-1
1,126,126,126,0.992,1,125,125,126,1,-1
18,342,6156,19,0.847,0.897,43.48,5217,5522,120,-1
2,25,50,12.5,0.36,1,4.5,18,50,4,-1
2,24,48,12,0.354,1,3.4,17,48,5,-1
2,21,42,10.5,0.452,1,6.33,19,42,3,-1
2,22,44,11,0.477,1,21,21,44,1,-1
1,196,196,196,0.98,1,64,192,196,3,-1
2,199,398,99.5,0.485,0.508,32.17,193,202,6,-1
1,159,159,159,0.994,1,158,158,159,1,-1
1,199,199,199,0.99,1,197,197,199,1,-1
8,231,1848,28.875,0.872,0.882,179,1611,1630,9,-1
1,70,70,70,1,1,70,70,70,1,-1
1,14,14,14,1,1,14,14,14,1,-1
1,70,70,70,0.943,1,22,66,70,3,-1
1,9,9,9,1,1,9,9,9,1,-1
1,131,131,131,0.977,1,64,128,131,2,-1
2,62,124,31,0.452,0.565,11.2,56,70,5,-1
1,20,20,20,0.85,1,8.5,17,20,2,-1
1,87,87,87,0.92,1,16,80,87,5,-1
1,279,279,279,0.964,1,38.43,269,279,7,-1
1,16,16,16,1,1,16,16,16,1,-1
4,524,2096,131,0.542,0.603,40.57,1136,1264,28,-1
98,3,294,0.031,0.48,0.486,141,141,143,1,1
19,2,38,0.105,0.816,0.816,31,31,31,1,1
5,2,10,0.4,0.8,0.8,8,8,8,1,1
94,2,188,0.021,0.516,0.516,97,97,97,1,1
4,2,8,0.5,0.875,0.875,7,7,7,1,1
66,3,198,0.045,0.657,0.909,2.6,130,180,50,1
93,4,372,0.043,0.419,0.565,2.89,156,210,54,1
44,3,132,0.068,0.598,0.841,2.47,79,111,32,1
42,7,294,0.167,0.282,0.432,2.18,83,127,38,1
17,2,34,0.118,0.706,0.706,24,24,24,1,1
76,1,76,0.013,1,1,76,76,76,1,1
69,3,207,0.043,0.643,0.952,2.08,133,197,64,1
12,2,24,0.167,0.625,0.667,15,15,16,1,1
261,30,7830,0.115,0.063,0.09,2.4,492,701,205,1
9,1,9,0.111,1,1,9,9,9,1,1
26,1,26,0.038,1,1,26,26,26,1,1
13,1,13,0.077,1,1,13,13,13,1,1
17,1,17,0.059,1,1,17,17,17,1,1
11,1,11,0.091,1,1,11,11,11,1,1
13,1,13,0.077,1,1,13,13,13,1,1
14,1,14,0.071,1,1,14,14,14,1,1
23,1,23,0.043,1,1,23,23,23,1,1
13,1,13,0.077,1,1,13,13,13,1,1
15,1,15,0.067,1,1,15,15,15,1,1
7,1,7,0.143,1,1,7,7,7,1,1
10,1,10,0.1,1,1,10,10,10,1,1
804,11,8844,0.014,0.191,0.233,15.64,1689,2058,108,1
8,1,8,0.125,0.875,1,7,7,8,1,1
27,4,108,0.148,0.333,0.667,2.57,36,72,14,1
27,4,108,0.148,0.38,0.75,2.56,41,81,16,1
8,1,8,0.125,1,1,8,8,8,1,1
9,1,9,0.111,1,1,9,9,9,1,1
9,2,18,0.222,0.611,0.722,11,11,13,1,1
54,1,54,0.019,1,1,54,54,54,1,1
39,1,39,0.026,1,1,39,39,39,1,1
38,1,38,0.026,1,1,38,38,38,1,1
1,25,25,25,1,1,25,25,25,1,1
58,3,174,0.052,0.339,0.345,59,59,60,1,1
53,1,53,0.019,1,1,53,53,53,1,1
54,1,54,0.019,1,1,54,54,54,1,1
42,1,42,0.024,1,1,42,42,42,1,1
34,1,34,0.029,1,1,34,34,34,1,1
31,1,31,0.032,1,1,31,31,31,1,1
22,1,22,0.045,1,1,22,22,22,1,1
7,1,7,0.143,1,1,7,7,7,1,1
14,1,14,0.071,1,1,14,14,14,1,1
11,1,11,0.091,1,1,11,11,11,1,1
9,1,9,0.111,1,1,9,9,9,1,1
20,1,20,0.05,1,1,20,20,20,1,1
25,1,25,0.04,1,1,25,25,25,1,1
10,1,10,0.1,1,1,10,10,10,1,1
18,1,18,0.056,1,1,18,18,18,1,1
8,1,8,0.125,1,1,8,8,8,1,1
27,1,27,0.037,1,1,27,27,27,1,1
31,1,31,0.032,1,1,31,31,31,1,1
8,1,8,0.125,1,1,8,8,8,1,1
12,1,12,0.083,1,1,12,12,12,1,1
12,1,12,0.083,1,1,12,12,12,1,1
9,1,9,0.111,1,1,9,9,9,1,1
9,1,9,0.111,1,1,9,9,9,1,1
13,1,13,0.077,1,1,13,13,13,1,1
47,1,47,0.021,1,1,47,47,47,1,1
16,1,16,0.063,1,1,16,16,16,1,1
5,2,10,0.4,0.9,0.9,9,9,9,1,1
14,2,28,0.143,0.536,0.536,15,15,15,1,1
11,2,22,0.182,0.636,0.636,14,14,14,1,1
4,2,8,0.5,1,1,8,8,8,1,1
9,1,9,0.111,1,1,9,9,9,1,1
6,21,126,3.5,0.198,0.444,1.67,25,56,15,1
84,1,84,0.012,1,1,84,84,84,1,1
117,1,117,0.009,1,1,117,117,117,1,1
136,1,136,0.007,0.993,1,135,135,136,1,1
37,1,37,0.027,1,1,37,37,37,1,1
32,1,32,0.031,1,1,32,32,32,1,1
430,5,2150,0.012,0.216,0.221,46.5,465,475,10,1
10,1,10,0.1,0.9,1,9,9,10,1,1
8,1,8,0.125,1,1,8,8,8,1,1
7,2,14,0.286,0.643,0.714,9,9,10,1,1
105,2,210,0.019,0.529,0.533,111,111,112,1,1
5,2,10,0.4,0.7,0.7,7,7,7,1,1
9,1,9,0.111,1,1,9,9,9,1,1
7,1,7,0.143,1,1,7,7,7,1,1
10,1,10,0.1,1,1,10,10,10,1,1
8,1,8,0.125,1,1,8,8,8,1,1
7,1,7,0.143,1,1,7,7,7,1,1
7,1,7,0.143,1,1,7,7,7,1,1
9,1,9,0.111,1,1,9,9,9,1,1
8,1,8,0.125,1,1,8,8,8,1,1
